page,revision,anon,comment,parentid,revid,size,timestamp,user,userid
Hillary Rodham Clinton,1907,True,,21632272,21632543,61748,2005-08-23 07:43:48,205.188.116.132,0
Hillary Rodham Clinton,1908,False,rv vandalism,21632543,21632605,61735,2005-08-23 07:45:19,C12H22O11,83902
Hillary Rodham Clinton,1909,True,/* Whitewater scandal */,21632605,21661138,61732,2005-08-23 17:47:15,208.181.101.125,0
Hillary Rodham Clinton,1910,True,/* Views on taxation*/   removed POV,21661138,21661664,61596,2005-08-23 17:54:39,208.181.101.125,0
Hillary Rodham Clinton,1911,False,combined two sections on economic policy,21661664,21731971,61572,2005-08-24 15:38:26,LukeTH,313295
Hillary Rodham Clinton,1912,False,returned reading list to state described on Talk page--saw no reason for adding this POV anti-Clinton book and destroying the carefully developed balance,21731971,21732235,61487,2005-08-24 15:43:01,LukeTH,313295
Hillary Rodham Clinton,1913,False,disambiguation link repair ([[Wikipedia:Disambiguation pages with links|You can help!]]),21732235,21736782,61483,2005-08-24 16:56:01,Mcferran,136593
Hillary Rodham Clinton,1914,False,minor add,21736782,21748696,61488,2005-08-24 20:02:58,Blue387,67144
Hillary Rodham Clinton,1915,True,/* Unofficial links */,21748696,21832621,61580,2005-08-25 21:02:25,63.242.177.119,0
Hillary Rodham Clinton,1916,False,sorted categories,21832621,22089865,61522,2005-08-29 10:03:25,ThomasK,83740
Hillary Rodham Clinton,1917,True,/* Further reading */,22089865,22143662,61270,2005-08-30 01:42:13,65.10.159.134,0
Hillary Rodham Clinton,1918,False,rv book deletions,22143662,22168286,61522,2005-08-30 11:00:50,Wasted Time R,269193
Hillary Rodham Clinton,1919,True,,22168286,22193583,61625,2005-08-30 19:13:05,212.169.96.218,0
Hillary Rodham Clinton,1920,False,Reverted edits by [[Special:Contributions/212.169.96.218|212.169.96.218]] to last version by Wasted Time R,22193583,22193641,61522,2005-08-30 19:14:05,Inter,41667
Hillary Rodham Clinton,1921,False,Added Alpha Phi Omega honorary brother category.,22193641,22222946,61592,2005-08-31 03:09:34,Naraht,230475
Hillary Rodham Clinton,1922,False,Added Alpha Phi Omega honorary brother category.,22222946,22223423,61592,2005-08-31 03:19:06,Naraht,230475
Hillary Rodham Clinton,1923,False,,22223423,22223777,61592,2005-08-31 03:26:35,Naraht,230475
Hillary Rodham Clinton,1924,False,,22223777,22223910,61593,2005-08-31 03:29:20,Naraht,230475
Hillary Rodham Clinton,1925,True,/* Relationship with Bill Clinton */,22223910,22231368,61594,2005-08-31 06:12:47,172.155.208.202,0
Hillary Rodham Clinton,1926,False,moved category,22231368,22262478,61595,2005-08-31 17:04:37,ThomasK,83740
Hillary Rodham Clinton,1927,True,/* Further reading */,22262478,22403871,61711,2005-09-02 15:08:38,68.110.199.122,0
Hillary Rodham Clinton,1928,True,/* Further reading */,22403871,22403897,61708,2005-09-02 15:09:01,68.110.199.122,0
Hillary Rodham Clinton,1929,False,/* Coping with the alleged fashion double standard */ corrected link,22403897,22454877,61732,2005-09-03 06:54:40,Gmosaki,334784
Hillary Rodham Clinton,1930,False,robot  Modifying: fr,22454877,22566423,61723,2005-09-04 19:56:07,YurikBot,271058
Hillary Rodham Clinton,1931,True,,22566423,22595064,62123,2005-09-05 04:04:12,69.234.2.40,0
Hillary Rodham Clinton,1932,True,,22595064,22595116,62157,2005-09-05 04:05:26,69.234.2.40,0
Hillary Rodham Clinton,1933,False,Reverted edits by [[Special:Contributions/69.234.2.40|69.234.2.40]] to last version by YurikBot,22595116,22595128,61723,2005-09-05 04:05:41,Antandrus,57658
Hillary Rodham Clinton,1934,True,/* Political views */,22595128,22603599,61740,2005-09-05 07:03:53,24.9.220.43,0
Hillary Rodham Clinton,1935,False,rvv,22603599,22603634,61723,2005-09-05 07:04:30,Kewp,344078
Hillary Rodham Clinton,1936,True,/* Political views */,22603634,22603812,61731,2005-09-05 07:08:14,24.9.220.43,0
Hillary Rodham Clinton,1937,False,Reverted edits by 24.9.220.43 to last version by Kewp,22603812,22603922,61723,2005-09-05 07:11:31,Viriditas,101805
Hillary Rodham Clinton,1938,True,"/* Early life, education, and start of career */",22603922,22667941,61747,2005-09-06 02:48:34,64.91.164.111,0
Hillary Rodham Clinton,1939,False,Reverted edits by [[Special:Contributions/64.91.164.111|64.91.164.111]] to last version by Viriditas,22667941,22668163,61723,2005-09-06 02:52:27,Antandrus,57658
Hillary Rodham Clinton,1940,True,/* United States Senator */,22668163,22693549,61724,2005-09-06 12:30:09,70.168.6.37,0
Hillary Rodham Clinton,1941,True,,22693549,22722760,64110,2005-09-06 20:57:58,67.62.60.58,0
Hillary Rodham Clinton,1942,True,,22722760,22755285,64142,2005-09-07 06:29:37,67.181.140.181,0
Hillary Rodham Clinton,1943,True,/* Possible presidential bid */,22755285,22838585,64360,2005-09-08 12:39:07,152.163.100.74,0
Hillary Rodham Clinton,1944,True,,22838585,22918469,64414,2005-09-09 16:50:26,68.161.80.44,0
Hillary Rodham Clinton,1945,False,Reverted edits by [[Special:Contributions/68.161.80.44|68.161.80.44]] to last version by 152.163.100.74,22918469,22918929,64360,2005-09-09 16:59:16,Texture,31280
Hillary Rodham Clinton,1946,False,,22918929,22920863,64354,2005-09-09 17:33:22,Wasted Time R,269193
Hillary Rodham Clinton,1947,True,,22920863,22939290,64351,2005-09-09 23:03:53,24.249.67.199,0
Hillary Rodham Clinton,1948,True,/* Relationship with Bill Clinton */,22939290,22941464,64418,2005-09-09 23:46:04,12.110.81.168,0
Hillary Rodham Clinton,1949,False,rv pov,22941464,22941549,64351,2005-09-09 23:47:49,Android79,88250
Hillary Rodham Clinton,1950,True,"/* Early life, education, and start of career */",22941549,22947392,64353,2005-09-10 01:42:36,67.169.51.74,0
Hillary Rodham Clinton,1951,False,Reverted edits by [[Special:Contributions/67.169.51.74|67.169.51.74]] to last version by Android79,22947392,22951711,64351,2005-09-10 03:18:56,Vsmith,84417
Hillary Rodham Clinton,1952,True,"/* Early life, education, and start of career */",22951711,22952805,64368,2005-09-10 03:42:52,67.169.51.74,0
Hillary Rodham Clinton,1953,False,Reverted edits by [[Special:Contributions/67.169.51.74|67.169.51.74]] to last version by Vsmith,22952805,22953091,64351,2005-09-10 03:49:12,Vsmith,84417
Hillary Rodham Clinton,1954,True,/* Relationship with Bill Clinton */  goodbye rubbish,22953091,22973332,61965,2005-09-10 13:38:44,205.188.116.132,0
Hillary Rodham Clinton,1955,False,Reverted edits by 205.188.116.132 to last version by Vsmith,22973332,22973722,64351,2005-09-10 13:49:15,Anr,106748
Hillary Rodham Clinton,1956,True,"this article requires cites, this stuff has none, don't revert it back",22973722,22980119,61965,2005-09-10 16:10:55,152.163.100.74,0
Hillary Rodham Clinton,1957,False,"spouse=Former President [[Bill Clinton]] (president is a title confered to only one person at a time, thus he is either ""former president"" or ""Mr. Clinton"")",22980119,23029330,61973,2005-09-11 08:59:14,CyberSkull,123609
Hillary Rodham Clinton,1958,False,link fix,23029330,23029359,61972,2005-09-11 09:00:05,CyberSkull,123609
Hillary Rodham Clinton,1959,True,/* Unofficial links */,23029359,23056806,62029,2005-09-11 20:19:10,24.215.213.254,0
Hillary Rodham Clinton,1960,False,Disambiguated wiki link.,23056806,23058986,62054,2005-09-11 20:55:42,Daniel Lawrence,184847
Hillary Rodham Clinton,1961,True,"/* Early life, education, and start of career */",23058986,23186541,62053,2005-09-13 22:17:22,129.1.204.54,0
Hillary Rodham Clinton,1962,True,"/* Early life, education, and start of career */",23186541,23186620,62052,2005-09-13 22:18:44,129.1.204.54,0
Hillary Rodham Clinton,1963,False,"partially reverted, Hillary Rodham Clinton was the winner of [[Maine South High School]]'s first social science award according to http://www.hillary-rodham-clinton.org/education.html",23186620,23187231,62155,2005-09-13 22:29:58,Hall Monitor,265063
Hillary Rodham Clinton,1964,True,"by convention in U.S. politics, U.S. presidents retain the title ""President"" even after their tenure, e.g., President Lincoln rather than former President Lincoln",23187231,23194909,62148,2005-09-14 01:11:18,160.39.240.192,0
Hillary Rodham Clinton,1965,True,this is a ridiculous idea and there's no citation--cite this stuff if you dare!,23194909,23195205,61930,2005-09-14 01:17:13,160.39.240.192,0
Hillary Rodham Clinton,1966,False,restored altered and cited,23195205,23195809,62322,2005-09-14 01:30:36,Wasted Time R,269193
Hillary Rodham Clinton,1967,True,changed paragraph to be directly factual from citation,23195809,23197565,62245,2005-09-14 02:12:21,160.39.240.81,0
Hillary Rodham Clinton,1968,True,how is this related to presidential bid? doesn't fit in any section (maybe because not relevant) so added new section for it since you seem to want to leave it in the article,23197565,23197778,62579,2005-09-14 02:17:54,160.39.240.192,0
Hillary Rodham Clinton,1969,True,/* Additional Information */,23197778,23198157,62864,2005-09-14 02:27:35,160.39.240.81,0
Hillary Rodham Clinton,1970,True,covered in detail below---see previous edit,23198157,23198307,62549,2005-09-14 02:33:37,160.39.240.81,0
Hillary Rodham Clinton,1971,True,,23198307,23238799,62556,2005-09-14 20:53:11,139.168.24.71,0
Hillary Rodham Clinton,1972,False,/* United States Senator */ Hurrican Katrina Commission,23238799,23245456,63004,2005-09-14 22:55:48,Patsw,117644
Hillary Rodham Clinton,1973,True,/* Possible presidential bid */,23245456,23265442,63021,2005-09-15 05:16:26,24.49.244.133,0
Hillary Rodham Clinton,1974,False,Reverted edits by 24.49.244.133 to last version by Patsw,23265442,23278653,63004,2005-09-15 11:19:14,Viriditas,101805
Hillary Rodham Clinton,1975,False,/* Possible presidential bid */,23278653,23340414,63697,2005-09-16 13:19:31,Whistleblower,423030
Hillary Rodham Clinton,1976,False,relocate Peter Paul civil suit to Rosen section and eliminate propaganda,23340414,23342812,63086,2005-09-16 14:21:00,Wasted Time R,269193
Hillary Rodham Clinton,1977,False,/* Possible presidential race */,23342812,23355413,63086,2005-09-16 18:55:06,Whistleblower,423030
Hillary Rodham Clinton,1978,False,/* Official links */,23355413,23355489,63083,2005-09-16 18:56:33,Whistleblower,423030
Hillary Rodham Clinton,1979,False,/* Rosen's indictment and acquittal */,23355489,23356451,63936,2005-09-16 19:16:28,Whistleblower,423030
Hillary Rodham Clinton,1980,False,/* Rosen's indictment and acquittal */,23356451,23356719,63936,2005-09-16 19:22:59,Whistleblower,423030
Hillary Rodham Clinton,1981,False,/* United States Senator */,23356719,23356889,63600,2005-09-16 19:26:34,Whistleblower,423030
Hillary Rodham Clinton,1982,False,revert vandalism (editor surreptitiously replaced senate.gov link with anti-Clinton site among other changes),23356889,23357279,63086,2005-09-16 19:35:13,Rhobite,82899
Hillary Rodham Clinton,1983,False,/* The 2000 Senate race */,23357279,23357331,63381,2005-09-16 19:36:06,Whistleblower,423030
Hillary Rodham Clinton,1984,False,rvv,23357331,23357393,63086,2005-09-16 19:37:20,MONGO,171365
Hillary Rodham Clinton,1985,True,/* The 2000 Senate race */,23357393,23429575,63242,2005-09-18 02:00:16,216.162.28.204,0
Hillary Rodham Clinton,1986,True,/* Political views */,23429575,23429641,63332,2005-09-18 02:01:32,216.162.28.204,0
Hillary Rodham Clinton,1987,False,Reverted edits by [[Special:Contributions/216.162.28.204|216.162.28.204]] to last version by MONGO,23429641,23429726,63086,2005-09-18 02:03:07,Canderson7,202193
Hillary Rodham Clinton,1988,False,/* Clinton's writings and recordings */  with? That seems to make more sense if you look at the whole paragraph,23429726,23430250,63088,2005-09-18 02:12:04,Oleg Alexandrov,153314
Hillary Rodham Clinton,1989,True,"/* Early life, education, and start of career */",23430250,23508282,63103,2005-09-19 06:03:58,65.10.249.66,0
Hillary Rodham Clinton,1990,False,revert,23508282,23508309,63088,2005-09-19 06:04:39,Ixfd64,6284
Hillary Rodham Clinton,1991,True,"/* Early life, education, and start of career */",23508309,23508354,63091,2005-09-19 06:05:40,65.10.249.66,0
Hillary Rodham Clinton,1992,True,"/* Early life, education, and start of career */",23508354,23508399,63153,2005-09-19 06:07:25,65.10.249.66,0
Hillary Rodham Clinton,1993,True,"/* Early life, education, and start of career */",23508399,23508501,63147,2005-09-19 06:10:31,65.10.249.66,0
Hillary Rodham Clinton,1994,False,Reverted vandalism by 65.10.249.66,23508501,23508733,63088,2005-09-19 06:17:22,Viriditas,101805
Hillary Rodham Clinton,1995,True,/* Additional Information */,23508733,23527376,63090,2005-09-19 14:48:14,68.198.246.166,0
Hillary Rodham Clinton,1996,False,Involved how?  Be specific and give references,23527376,23537987,62674,2005-09-19 18:33:05,Shoaler,6716
Hillary Rodham Clinton,1997,False,restore and cite (this needs to be in here otherwise the Clintonphobes will keep adding it as propaganda),23537987,23542925,63339,2005-09-19 19:56:01,Wasted Time R,269193
Hillary Rodham Clinton,1998,False,robot  Modifying: fr,23542925,23589192,63346,2005-09-20 10:51:16,YurikBot,271058
Hillary Rodham Clinton,1999,True,/* Lawyer and First Lady of Arkansas */,23589192,23605567,63346,2005-09-20 16:36:57,64.216.160.161,0
Hillary Rodham Clinton,2000,False,Reverted edits by [[Special:Contributions/64.216.160.161|64.216.160.161]] to last version by YurikBot,23605567,23606816,63346,2005-09-20 16:53:53,Hall Monitor,265063
Hillary Rodham Clinton,2001,True,/* First Lady of the United States */,23606816,23607430,63350,2005-09-20 17:01:54,66.240.36.2,0
Hillary Rodham Clinton,2002,False,Reverted edits by [[Special:Contributions/66.240.36.2|66.240.36.2]] to last version by Hall Monitor,23607430,23607838,63346,2005-09-20 17:08:36,Texture,31280
Hillary Rodham Clinton,2003,True,,23607838,23681763,26,2005-09-21 15:59:06,167.86.1.223,0
Hillary Rodham Clinton,2004,False,Reverted edits by [[Special:Contributions/167.86.1.223|167.86.1.223]] to last version by Texture,23681763,23681879,63346,2005-09-21 16:00:56,Trevor MacInnis,73333
Hillary Rodham Clinton,2005,False,/* External links */,23681879,23688656,63353,2005-09-21 18:07:58,Wasted Time R,269193
Hillary Rodham Clinton,2006,False,/* Vince Foster's suicide */  add another cite,23688656,23698626,63416,2005-09-21 20:34:13,Wasted Time R,269193
Hillary Rodham Clinton,2007,False,speeling and slight formatting,23698626,23858180,63400,2005-09-23 20:21:16,Lord Voldemort,292797
Hillary Rodham Clinton,2008,True,,23858180,23881929,63395,2005-09-24 02:08:28,216.211.55.178,0
Hillary Rodham Clinton,2009,True,,23881929,23882054,63379,2005-09-24 02:10:30,216.211.55.178,0
Hillary Rodham Clinton,2010,True,,23882054,23883263,63395,2005-09-24 02:32:16,66.108.16.241,0
Hillary Rodham Clinton,2011,True,"Changed ""Cumshot Clinton"" to ""Bill Clinton.""",23883263,23883658,63392,2005-09-24 02:38:27,72.129.98.176,0
Hillary Rodham Clinton,2012,False,rv to last good version,23883658,23884247,63400,2005-09-24 02:49:07,Golbez,51464
Hillary Rodham Clinton,2013,True,/* Gandhi comment */ fixed dead link,23884247,23888379,63416,2005-09-24 04:07:40,63.167.255.30,0
Hillary Rodham Clinton,2014,False,/* Cattle futures */,23888379,23916756,63415,2005-09-24 14:41:48,DocendoDiscimus,424632
Hillary Rodham Clinton,2015,True,"/* Early life, education, and start of career */",23916756,23934988,63448,2005-09-24 19:45:41,71.108.159.41,0
Hillary Rodham Clinton,2016,True,Updated broken link to pardons,23934988,23958450,63450,2005-09-25 02:07:09,68.48.100.57,0
Hillary Rodham Clinton,2017,True,,23958450,23993259,63483,2005-09-25 13:18:04,143.239.7.2,0
Hillary Rodham Clinton,2018,False,Reverted edits by [[Special:Contributions/143.239.7.2|143.239.7.2]] to last version by 68.48.100.57,23993259,23993714,63450,2005-09-25 13:26:26,PDH,59986
Hillary Rodham Clinton,2019,False,/* Possible presidential race */,23993714,24038980,63453,2005-09-26 00:44:00,Jack Cox,194464
Hillary Rodham Clinton,2020,False,/* Possible presidential race */,24038980,24039219,63576,2005-09-26 00:48:40,Jack Cox,194464
Hillary Rodham Clinton,2021,False,/* Possible presidential race */,24039219,24039264,63609,2005-09-26 00:49:29,Jack Cox,194464
Hillary Rodham Clinton,2022,False,/* Possible presidential race */,24039264,24039333,63607,2005-09-26 00:50:40,Jack Cox,194464
Hillary Rodham Clinton,2023,False,,24039333,24080171,63121,2005-09-26 14:32:25,Whistleblower,423030
Hillary Rodham Clinton,2024,False,Reverted edits by [[Special:Contributions/Whistleblower|Whistleblower]] to last version by Jack Cox,24080171,24080361,63607,2005-09-26 14:35:31,Ferkelparade,42389
Hillary Rodham Clinton,2025,True,I AM HERE TO TELL THE TRUTH,24080361,24088142,19,2005-09-26 16:39:25,64.211.27.67,0
Hillary Rodham Clinton,2026,False,Reverted edits by [[Special:Contributions/64.211.27.67|64.211.27.67]] to last version by Ferkelparade,24088142,24088350,63607,2005-09-26 16:42:39,Hall Monitor,265063
Hillary Rodham Clinton,2027,False,warnfile  Adding: es,24088350,24097373,63630,2005-09-26 18:52:41,KnightRider,430793
Hillary Rodham Clinton,2028,True,/* Relationship with Bill Clinton */,24097373,24098293,63629,2005-09-26 19:06:00,155.247.166.28,0
Hillary Rodham Clinton,2029,False,Reverted edits by [[Special:Contributions/155.247.166.28|155.247.166.28]] to last version by KnightRider,24098293,24113345,63630,2005-09-26 22:33:48,Vsmith,84417
Hillary Rodham Clinton,2030,True,/* Additional Information */,24113345,24195625,63653,2005-09-27 23:19:21,152.163.100.74,0
Hillary Rodham Clinton,2031,False,Reverted edits by [[Special:Contributions/152.163.100.74|152.163.100.74]] to last version by Vsmith,24195625,24195736,63630,2005-09-27 23:21:03,Hall Monitor,265063
Hillary Rodham Clinton,2032,False,/* Possible presidential race */,24195736,24255094,63688,2005-09-28 19:44:59,Jack Cox,194464
Hillary Rodham Clinton,2033,True,/* Lawyer and First Lady of Arkansas */,24255094,24272643,63714,2005-09-28 23:30:31,63.231.22.1,0
Hillary Rodham Clinton,2034,False,Reverted edits by [[Special:Contributions/63.231.22.1|63.231.22.1]] to last version by Jack Cox,24272643,24272731,63688,2005-09-28 23:31:37,Doc glasgow,234192
Hillary Rodham Clinton,2035,True,"/* Early life, education, and start of career */",24272731,24272811,63702,2005-09-28 23:32:49,63.231.22.1,0
Hillary Rodham Clinton,2036,True,/* She wnats to be President in 2008 more than ANYTHING!!!! */,24272811,24272843,63702,2005-09-28 23:33:12,63.231.22.1,0
Hillary Rodham Clinton,2037,False,Reverted edits by [[Special:Contributions/63.231.22.1|63.231.22.1]] to last version by Doc glasgow,24272843,24272894,63688,2005-09-28 23:33:55,Doc glasgow,234192
Hillary Rodham Clinton,2038,True,"/* Early life, education, and start of career */",24272894,24273206,63696,2005-09-28 23:36:43,63.231.22.1,0
Hillary Rodham Clinton,2039,False,Reverted edits by [[Special:Contributions/63.231.22.1|63.231.22.1]] to last version by Doc glasgow,24273206,24273301,63688,2005-09-28 23:37:26,Hall Monitor,265063
Hillary Rodham Clinton,2040,False,/* First Lady of the United States */,24273301,24302245,63569,2005-09-29 07:31:34,Mattratt9,365659
Hillary Rodham Clinton,2041,False,,24302245,24328787,63619,2005-09-29 16:38:44,DocendoDiscimus,424632
Hillary Rodham Clinton,2042,False,,24328787,24328818,63586,2005-09-29 16:39:16,DocendoDiscimus,424632
Hillary Rodham Clinton,2043,True,/* United States Senator */,24328818,24404915,63576,2005-09-30 15:17:09,216.115.254.180,0
Hillary Rodham Clinton,2044,True,/* Support for working families */,24404915,24407060,63576,2005-09-30 15:48:14,216.115.254.180,0
Hillary Rodham Clinton,2045,True,not true,24407060,24415415,63442,2005-09-30 17:57:35,160.39.240.81,0
Hillary Rodham Clinton,2046,True,of course he's former. keep the traditional title.,24415415,24415508,63435,2005-09-30 17:58:52,160.39.240.81,0
Hillary Rodham Clinton,2047,True,,24415508,24511533,63600,2005-10-01 21:56:59,68.170.138.203,0
Hillary Rodham Clinton,2048,True,rv,24511533,24512094,63435,2005-10-01 22:04:54,64.81.67.159,0
Hillary Rodham Clinton,2049,True,/* Relationship with Bill Clinton */,24512094,24581015,60525,2005-10-02 18:46:13,69.88.216.198,0
Hillary Rodham Clinton,2050,True,"/* Early life, education, and start of career */",24581015,24581106,58067,2005-10-02 18:47:34,69.88.216.198,0
Hillary Rodham Clinton,2051,False,revert vandalism,24581106,24581142,63435,2005-10-02 18:48:04,Banes,321824
Hillary Rodham Clinton,2052,True,,24581142,24581172,63862,2005-10-02 18:48:27,69.88.216.198,0
Hillary Rodham Clinton,2053,False,"rv, not the right venue for this type of comment",24581172,24581452,63435,2005-10-02 18:52:47,Antandrus,57658
Hillary Rodham Clinton,2054,False,/* United States Senator */  expand on Roberts vote,24581452,24586087,63717,2005-10-02 19:56:35,Wasted Time R,269193
Hillary Rodham Clinton,2055,False,/* United States Senator */  put date in too,24586087,24586283,63735,2005-10-02 19:59:28,Wasted Time R,269193
Hillary Rodham Clinton,2056,True,/* Abraham Lincoln */,24586283,24655535,64170,2005-10-03 16:59:39,192.76.82.90,0
Hillary Rodham Clinton,2057,False,Reverted edits by [[Special:Contributions/192.76.82.90|192.76.82.90]] to last version by Wasted Time R,24655535,24655766,63735,2005-10-03 17:03:09,Vsmith,84417
Hillary Rodham Clinton,2058,False,/* United States Senator */,24655766,24679020,63727,2005-10-03 22:21:20,NoSeptember,244888
Hillary Rodham Clinton,2059,True,,24679020,24726762,63911,2005-10-04 13:01:31,169.244.141.207,0
Hillary Rodham Clinton,2060,True,,24726762,24726787,63910,2005-10-04 13:02:02,169.244.70.146,0
Hillary Rodham Clinton,2061,False,Reverted edits by [[Special:Contributions/169.244.70.146|169.244.70.146]] to last version by 169.244.141.207,24726787,24726919,63911,2005-10-04 13:04:37,GraemeL,383311
Hillary Rodham Clinton,2062,False,Rv to non-vandalized version,24726919,24726992,63727,2005-10-04 13:05:42,GraemeL,383311
Hillary Rodham Clinton,2063,False,Recat per [[WP:CFD]] Category:U.S._Senators_from_New_York to Category:United_States_Senators_from_New_York,24726992,24950418,63735,2005-10-07 05:00:51,Whobot,393532
Hillary Rodham Clinton,2064,True,,24950418,25005278,63797,2005-10-07 20:57:35,128.2.251.25,0
Hillary Rodham Clinton,2065,True,/* Scandals */,25005278,25006243,63796,2005-10-07 21:12:21,128.2.251.25,0
Hillary Rodham Clinton,2066,True,/* Scandals */,25006243,25006311,63791,2005-10-07 21:13:22,128.2.251.25,0
Hillary Rodham Clinton,2067,True,/* The 2000 Senate race */,25006311,25006745,63799,2005-10-07 21:20:04,128.2.251.25,0
Hillary Rodham Clinton,2068,True,,25006745,25007043,63826,2005-10-07 21:24:18,128.2.251.25,0
Hillary Rodham Clinton,2069,True,/* Presidential Ambitions */,25007043,25007624,63823,2005-10-07 21:33:00,128.2.251.25,0
Hillary Rodham Clinton,2070,True,/* Presidential Ambitions */,25007624,25007714,63862,2005-10-07 21:34:22,128.2.251.25,0
Hillary Rodham Clinton,2071,False,rv a bunch of pov edits by 128.2.251.25,25007714,25008450,63735,2005-10-07 21:46:10,Wasted Time R,269193
Hillary Rodham Clinton,2072,True,,25008450,25008538,63796,2005-10-07 21:47:39,128.2.251.25,0
Hillary Rodham Clinton,2073,False,rv ditto,25008538,25008819,63735,2005-10-07 21:51:43,Wasted Time R,269193
Hillary Rodham Clinton,2074,False,/* The 2006 Senate race */,25008819,25009027,63804,2005-10-07 21:54:58,Polon,483240
Hillary Rodham Clinton,2075,True,,25009027,25009204,63844,2005-10-07 21:57:02,128.2.251.25,0
Hillary Rodham Clinton,2076,False,Reverted edits by [[Special:Contributions/128.2.251.25|128.2.251.25]] to last version by Polon,25009204,25010063,63804,2005-10-07 22:09:57,Hall Monitor,265063
Hillary Rodham Clinton,2077,True,"/* Early life, education, and start of career */",25010063,25096854,64074,2005-10-09 00:11:24,141.209.207.50,0
Hillary Rodham Clinton,2078,True,"/* Early life, education, and start of career */",25096854,25096910,64075,2005-10-09 00:12:35,141.209.207.50,0
Hillary Rodham Clinton,2079,False,Reverted edits by [[Special:Contributions/141.209.207.50|141.209.207.50]] to last version by Hall Monitor,25096910,25097370,63804,2005-10-09 00:20:10,Joyous!,69412
Hillary Rodham Clinton,2080,True,/* External links */,25097370,25097405,63919,2005-10-09 00:20:43,141.209.207.50,0
Hillary Rodham Clinton,2081,False,Reverted edits by [[Special:Contributions/141.209.207.50|141.209.207.50]] to last version by Joy Stovall,25097405,25097587,63804,2005-10-09 00:23:27,Joyous!,69412
Hillary Rodham Clinton,2082,True,/* Relationship with Bill Clinton */,25097587,25116861,64325,2005-10-09 06:09:51,207.200.116.70,0
Hillary Rodham Clinton,2083,False,rv - couldn't find any source confirming alleged Morris quote,25116861,25132157,63804,2005-10-09 13:16:06,Wasted Time R,269193
Hillary Rodham Clinton,2084,False,"/* Web site devoted to hairstyles */ closer to what source really says, site went live in 1996; site was defunct as early as 1997",25132157,25137715,63751,2005-10-09 15:40:32,Tabor,124925
Hillary Rodham Clinton,2085,False,,25137715,25143711,63762,2005-10-09 17:42:16,Vzbs34,9718
Hillary Rodham Clinton,2086,False,,25143711,25143901,63841,2005-10-09 17:45:41,Vzbs34,9718
Hillary Rodham Clinton,2087,False,"rm uncited far left claim, re-phrase hair website statement",25143901,25156250,63806,2005-10-09 22:47:04,Wasted Time R,269193
Hillary Rodham Clinton,2088,False,/* Eliminating without criminalizing abortion */ removed truism,25156250,25172587,63727,2005-10-10 03:36:56,Freestylefrappe,84606
Hillary Rodham Clinton,2089,False,"added reference to induction into the [[Women's Hall of Fame]], this should probably be moved to another section",25172587,25172967,63908,2005-10-10 03:43:08,Freestylefrappe,84606
Hillary Rodham Clinton,2090,False,minor fix,25172967,25173075,63911,2005-10-10 03:44:37,Freestylefrappe,84606
Hillary Rodham Clinton,2091,True,/* Lawyer and First Lady of Arkansas */,25173075,25174373,59331,2005-10-10 04:04:11,205.206.21.14,0
Hillary Rodham Clinton,2092,False,Reverted edits by [[Special:Contributions/205.206.21.14|205.206.21.14]] to last version by Freestylefrappe,25174373,25174413,63911,2005-10-10 04:04:50,Jossi,60449
Hillary Rodham Clinton,2093,False,corrected cats,25174413,25194440,63901,2005-10-10 10:56:15,Mayumashu,203494
Hillary Rodham Clinton,2094,False,,25194440,25194529,63853,2005-10-10 10:58:19,Mayumashu,203494
Hillary Rodham Clinton,2095,False,"/* Women's Hall of Fame */  make a general awards section, add WMWA  and Albanian award",25194529,25194705,64403,2005-10-10 11:01:56,Wasted Time R,269193
Hillary Rodham Clinton,2096,True,/* Lawyer and First Lady of Arkansas */,25194705,25205269,64407,2005-10-10 14:43:31,64.83.134.2,0
Hillary Rodham Clinton,2097,False,rvv,25205269,25217277,64403,2005-10-10 18:21:47,Freestylefrappe,84606
Hillary Rodham Clinton,2098,True,/* Possible presidential bid */,25217277,25223645,61060,2005-10-10 20:34:28,24.172.187.34,0
Hillary Rodham Clinton,2099,False,Reverted edits by [[Special:Contributions/24.172.187.34|24.172.187.34]] to last version by Freestylefrappe,25223645,25223683,64403,2005-10-10 20:35:16,RoyBoy,94806
Hillary Rodham Clinton,2100,False,/* Awards and honors */  add a couple more,25223683,25236343,65167,2005-10-10 23:52:33,Wasted Time R,269193
Hillary Rodham Clinton,2101,False,,25236343,25241611,65165,2005-10-11 01:17:44,Rms125a@hotmail.com,376014
Hillary Rodham Clinton,2102,True,/* United States Senator */,25241611,25258797,65165,2005-10-11 06:35:17,65.60.220.134,0
Hillary Rodham Clinton,2103,True,/* Controversies */ Added book deal to controversies.,25258797,25529447,65783,2005-10-14 20:06:47,206.195.19.41,0
Hillary Rodham Clinton,2104,True,/* Book Deal */ spelling,25529447,25529583,65784,2005-10-14 20:08:42,206.195.19.41,0
Hillary Rodham Clinton,2105,True,/* Fighting terrorism */ Introduced Iraq to the profile.  It is too important to ignore.,25529583,25530566,65991,2005-10-14 20:22:35,206.195.19.41,0
Hillary Rodham Clinton,2106,True,/* Fighting terrorism */ nevermind,25530566,25530735,65784,2005-10-14 20:25:22,206.195.19.41,0
Hillary Rodham Clinton,2107,True,/* Political views */,25530735,25532502,65784,2005-10-14 20:50:37,205.167.174.194,0
